Entity,Code,Year,"Combined gross enrolment ratio for tertiary education, female","Combined gross enrolment ratio for tertiary education, male","Combined total net enrolment rate, secondary, male","Combined total net enrolment rate, secondary, female","Combined total net enrolment rate, primary, female","Combined total net enrolment rate, primary, male"
Serbia,SRB,1915,0.03,0.25,2.21,0.5,12.95,46.58
Serbia,SRB,1920,0.42,3.09,11.73,2.67,19.67,53.32
Serbia,SRB,1925,0.55,2.01,12.54,3.46,26.39,57.73
Serbia,SRB,1930,0.74,2.85,18.24,4.46,33.11,62.12
Serbia,SRB,1935,0.68,2.85,31.83,5.73,39.83,53.34
Serbia,SRB,1940,1.32,3.32,36.86,7.34,46.55,44.51
Serbia,SRB,1945,1.96,3.79,4.58,9.35,53.27,58.48
Serbia,SRB,1950,3.87,8.33,14.91,11.85,59.99,72.47
Serbia,SRB,1955,3.94,8.78,30.67,15.54,70.31,80.2
Serbia,SRB,1960,8.94,8.26,23.65,22.34,73.61,99.94
Serbia,SRB,1965,13.95,12.46,40.68,29.14,76.91,90.89
Serbia,SRB,1970,18.96,12.94,79.36,35.94,80.21,75.86
Serbia,SRB,1975,23.96,16.16,98.52,42.74,83.51,74.66
Serbia,SRB,1980,28.97,14.82,99.99,49.54,86.8,73.48
Seychelles,SYC,2011,4.0521,1.21137,,,,
Seychelles,SYC,2012,2.15641,0.62329,,,,
Seychelles,SYC,2013,4.55587,1.99747,71.66563,76.17997,,
Seychelles,SYC,2014,9.64306,3.69318,73.76007,75.44134,,
Seychelles,SYC,2015,20.02915,9.23812,76.10429,80.37404,,
Seychelles,SYC,2016,24.10714,12.89084,76.66594,84.79638,,
Seychelles,SYC,2017,27.91195,12.09792,75.02705,84.44895,,
Seychelles,SYC,2018,23.30402,11.23562,77.63271,82.59028,,
Seychelles,SYC,2019,26.73299,12.02186,,,,
Seychelles,SYC,2020,20.99087,8.75505,,,,
Seychelles,SYC,2021,27.56009,7.47163,,,,
Seychelles,SYC,1993,,,77.78587,80.01516,87.33914,88.46001
Seychelles,SYC,1994,,,80.43106,84.08163,91.88223,89.9114
Seychelles,SYC,1995,,,81.62202,82.72211,93.17892,90.22801
Seychelles,SYC,1996,,,83.89642,83.30769,93.21565,90.99026
Seychelles,SYC,1998,,,89.16748,90.2507,,
Seychelles,SYC,1999,,,64.20613,68.99295,,
Seychelles,SYC,2000,,,62.31234,68.48823,,
Seychelles,SYC,2001,,,67.73745,74.84082,87.00154,85.25037
Seychelles,SYC,2002,,,67.94511,73.31112,93.32138,93.52348
Seychelles,SYC,2003,,,71.97635,77.79879,,
Seychelles,SYC,2004,,,71.07045,78.71105,,
Seychelles,SYC,2005,,,78.74649,84.59556,,
Seychelles,SYC,2007,,,75.56502,83.00641,,
Seychelles,SYC,2008,,,72.16457,81.08599,,
Seychelles,SYC,2009,,,72.55927,80.33456,,
Seychelles,SYC,2010,,,72.50807,77.01671,,
Sierra Leone,SLE,1985,0.31052,1.00494,,,,
Sierra Leone,SLE,2000,1.44637,1.71181,,,,
Sierra Leone,SLE,2001,1.16755,2.84287,,,,
Sierra Leone,SLE,2002,1.14281,2.75314,,,,
Sierra Leone,SLE,1820,0,0.01,0.01,0,0,0.11
Sierra Leone,SLE,1825,0,0.01,0.01,0,0,0.14
Sierra Leone,SLE,1830,0,0.01,0.01,0,0.01,0.19
Sierra Leone,SLE,1835,0,0.01,0.01,0,0.01,0.24
Sierra Leone,SLE,1840,0,0.01,0.01,0,0.01,0.31
Sierra Leone,SLE,1845,0,0.01,0.01,0,0.01,0.41
Sierra Leone,SLE,1850,0,0.01,0.01,0,0.02,0.53
Sierra Leone,SLE,1855,0,0.01,0.01,0,0.03,0.69
Sierra Leone,SLE,1860,0,0.01,0.01,0,0.03,0.9
Sierra Leone,SLE,1865,0,0.01,0.01,0,0.04,1.17
Sierra Leone,SLE,1870,0,0.01,0.01,0,0.06,1.51
Sierra Leone,SLE,1875,0,0.01,0.01,0,0.08,1.96
Sierra Leone,SLE,1880,0,0.01,0.01,0,0.1,2.55
Sierra Leone,SLE,1885,0,0.01,0.01,0,0.13,3.3
Sierra Leone,SLE,1890,0,0.01,0.01,0.01,0.18,4.27
Sierra Leone,SLE,1895,0,0.01,0.02,0.01,0.23,5.52
Sierra Leone,SLE,1900,0,0.01,0.03,0.01,0.31,7.11
Sierra Leone,SLE,1905,0,0.01,0.05,0.02,0.41,6.77
Sierra Leone,SLE,1910,0,0.01,0.07,0.02,0.54,6.39
Sierra Leone,SLE,1915,0,0.01,0.1,0.04,0.71,6.21
Sierra Leone,SLE,1920,0,0.01,0.14,0.05,0.93,5.97
Sierra Leone,SLE,1925,0,0.01,0.2,0.07,1.23,6.39
Sierra Leone,SLE,1930,0,0.01,0.29,0.1,1.62,6.7
Sierra Leone,SLE,1935,0.01,0.01,0.41,0.14,2.12,7.85
Sierra Leone,SLE,1940,0.01,0.02,0.59,0.2,2.79,8.84
Sierra Leone,SLE,1945,0.01,0.02,0.84,0.28,3.65,12.01
Sierra Leone,SLE,1950,0.03,0.08,0.92,0.39,4.77,11.83
Sierra Leone,SLE,1955,0.04,0.14,1.74,0.74,6.32,15.17
Sierra Leone,SLE,1960,0.04,0.36,1.8,1.8,12.75,27.02
Sierra Leone,SLE,1965,0.12,0.68,6.36,2.7,17.85,32.23
Sierra Leone,SLE,1970,0.2,0.81,10.09,4.5,22.1,36.38
Sierra Leone,SLE,1975,0.2,1.23,12.89,5.88,23.8,43.2
Sierra Leone,SLE,1980,0.2,1.24,17.15,6.72,38.25,38.25
Sierra Leone,SLE,2013,,,35.46445,31.35355,,
Sierra Leone,SLE,2015,,,33.67393,31.34342,95.49615,94.74157
Sierra Leone,SLE,2017,,,38.53384,38.12873,,
Sierra Leone,SLE,2018,,,42.52242,41.00903,,
Sierra Leone,SLE,2012,,,,,94.2679,94.87706
Singapore,SGP,2016,90.57452,77.85877,99.5298,99.53389,,
Singapore,SGP,2017,91.19697,78.93885,99.7717,99.79816,,
Singapore,SGP,2018,95.41782,82.913,,,,
Singapore,SGP,2019,97.09001,85.57808,,,,
Singapore,SGP,2020,98.27005,88.37732,,,,
Sint Maarten (Dutch part),SXM,2012,9.69426,3.53218,74.71671,78.16245,,
Sint Maarten (Dutch part),SXM,2014,8.32812,3.00401,67.82787,71.60574,,
Sint Maarten (Dutch part),SXM,2015,8.96226,2.6465,,,,
Slovakia,SVK,1993,15.53517,16.12083,,,,
Slovakia,SVK,1994,16.7848,17.01106,,,,
Slovakia,SVK,1995,18.54956,18.55228,,,,
Slovakia,SVK,1996,20.32148,19.86649,,,,
Slovakia,SVK,1997,22.3431,21.31991,,,,
Slovakia,SVK,1998,25.19252,23.28701,,,,
Slovakia,SVK,1999,27.33111,24.56907,,,,
Slovakia,SVK,2000,29.20819,27.64616,,,,
Slovakia,SVK,2001,31.47076,28.71198,,,88.73751,87.49736
Slovakia,SVK,2002,34.10804,30.13294,84.64402,85.66066,86.22817,84.47565
Slovakia,SVK,2003,36.70543,31.18398,86.10943,86.81397,84.04108,83.21143
Slovakia,SVK,2004,39.71467,32.39737,87.65482,88.93781,82.90059,81.68666
Slovakia,SVK,2005,45.56453,35.35072,87.15493,88.56987,83.6249,82.42182
Slovakia,SVK,2006,52.7373,37.1376,86.39598,87.78335,85.8734,84.53416
Slovakia,SVK,2007,60.3367,40.44394,86.02623,87.16633,87.8224,86.1098
Slovakia,SVK,2008,66.15394,41.84039,85.35561,86.5723,88.16745,86.17745
Slovakia,SVK,2009,69.17988,43.4339,85.01984,86.4257,86.77788,84.74587
Slovakia,SVK,2010,69.6171,45.01948,84.89855,86.40775,84.92458,83.27135
Slovakia,SVK,2011,68.51109,44.48934,84.83128,86.16452,84.14682,82.42466
Slovakia,SVK,2012,68.36272,44.41948,84.74916,85.9324,85.1221,83.34568
Slovakia,SVK,2013,66.28194,42.93784,83.57996,84.86863,85.29294,83.83174
Slovakia,SVK,2014,64.27144,41.59666,83.69236,84.78667,84.75056,83.07998
Slovakia,SVK,2015,61.80662,40.08432,84.20145,85.34023,83.5919,81.60256
Slovakia,SVK,2016,57.94619,38.1063,84.48385,85.60965,82.97944,81.42611
Slovakia,SVK,2017,56.63234,37.10983,84.23779,85.3043,84.10775,82.12587
Slovakia,SVK,2018,54.8891,36.30809,,,,
Slovakia,SVK,2019,56.12568,37.21072,,,,
Slovakia,SVK,2020,57.21841,38.5048,,,,
Slovenia,SVN,1985,19.32051,18.21771,,,,
Slovenia,SVN,1986,21.17725,18.84637,,,,
Slovenia,SVN,1987,22.34576,19.28246,,,,
Slovenia,SVN,1988,22.3239,19.05472,,,,
Slovenia,SVN,1989,22.45317,18.87299,,,,
Slovenia,SVN,1990,24.94907,20.59844,,,,
Slovenia,SVN,1991,24.97091,19.90061,,,,
Slovenia,SVN,1992,27.71742,24.43235,,,,
Slovenia,SVN,1993,29.95648,24.36591,,,,
Slovenia,SVN,1994,33.20713,25.8169,,,,
Slovenia,SVN,1995,35.3076,25.78221,,,92.89367,92.87062
Slovenia,SVN,1996,39.18368,28.2557,,,94.66166,94.62649
Slovenia,SVN,1997,42.88881,31.1024,,,95.14155,95.51578
Slovenia,SVN,1998,52.79357,39.48414,87.78129,90.41642,95.34454,95.56383
Slovenia,SVN,1999,61.30375,44.27882,88.53961,91.67461,94.22529,94.76523
Slovenia,SVN,2000,64.57506,46.58516,89.75427,93.07391,94.81067,92.74429
Slovenia,SVN,2001,70.54708,51.09319,90.90133,93.20744,93.97547,94.58361
Slovenia,SVN,2002,78.97759,54.43938,92.08213,93.20608,94.52079,95.07153
Slovenia,SVN,2003,79.8245,58.74783,92.52305,93.42478,95.70861,96.15737
Slovenia,SVN,2004,84.24316,61.02814,91.96783,92.52106,98.02614,97.93891
Slovenia,SVN,2005,93.45788,65.58111,91.78178,92.28438,,
Slovenia,SVN,2006,98.21913,67.50392,91.17966,92.16514,,
Slovenia,SVN,2007,100.962,68.93425,92.73635,93.5662,97.66424,98.18526
Slovenia,SVN,2008,102.49038,69.52106,92.46387,93.68166,98.02654,98.13929
Slovenia,SVN,2009,103.93128,70.16313,92.74534,94.20675,98.2722,98.05086
Slovenia,SVN,2010,107.43621,72.27736,93.42939,94.65004,98.6308,98.23719
Slovenia,SVN,2011,108.85567,65.01441,93.61172,94.67958,99.03607,98.07901
Slovenia,SVN,2012,104.51341,70.82394,93.29379,94.87187,,
Slovenia,SVN,2013,101.60661,70.04187,94.4455,95.96427,99.00584,97.69736
Slovenia,SVN,2014,97.87918,67.48334,94.04876,95.57794,98.82186,97.50905
Slovenia,SVN,2015,95.95792,65.3849,95.57218,97.34698,,
Slovenia,SVN,2016,92.14177,64.28692,94.63566,96.34596,,
Slovenia,SVN,2017,93.0217,64.94869,94.81207,96.62219,,
Slovenia,SVN,2018,91.63234,63.47811,,,,
Slovenia,SVN,2019,92.97236,63.79293,,,,
Slovenia,SVN,2020,95.00724,65.87554,,,,
Solomon Islands,SLB,1999,,,26.44376,20.47378,,
Solomon Islands,SLB,2000,,,20.76235,16.80548,,
Solomon Islands,SLB,2001,,,23.57213,20.11714,,
Solomon Islands,SLB,2002,,,30.46694,25.87383,,
Solomon Islands,SLB,2006,,,37.5907,30.75633,79.02184,80.7176
Solomon Islands,SLB,2007,,,32.94859,28.91144,79.34238,81.76082
Solomon Islands,SLB,2005,,,,,74.0102,76.65135
Solomon Islands,SLB,2016,,,,,72.66393,72.15768
Solomon Islands,SLB,2018,,,,,67.82703,67.14029
Somalia,SOM,1987,0.97591,3.93056,,,,
South Africa,ZAF,1988,10.53171,12.51176,,,,
South Africa,ZAF,1989,11.45314,13.4941,,,,
South Africa,ZAF,1990,11.19309,14.04992,,,,
South Africa,ZAF,1991,11.84108,14.15042,,,88.97419,85.28781
South Africa,ZAF,1992,12.25237,14.16832,,,,
South Africa,ZAF,1993,13.3653,15.59769,,,,
South Africa,ZAF,1994,15.15033,16.41192,46.23425,56.20166,90.19036,88.06054
South Africa,ZAF,2012,22.40702,15.93598,,,,
South Africa,ZAF,2013,23.38007,16.54112,,,,
South Africa,ZAF,2014,23.2268,16.45177,,,,
South Africa,ZAF,2016,24.47296,17.42302,,,,
South Africa,ZAF,2017,26.37453,18.41968,65.42324,78.52272,86.70383,87.31522
South Africa,ZAF,2018,28.31438,19.35346,,,,
South Africa,ZAF,2019,28.59526,19.19847,,,,
South Africa,ZAF,2020,29.60361,18.93135,,,,
South Africa,ZAF,1820,0,0.01,0.01,0,0.02,8.07
South Africa,ZAF,1825,0,0.01,0.01,0,0.03,9.76
South Africa,ZAF,1830,0,0.01,0.01,0,0.04,11.77
South Africa,ZAF,1835,0,0.01,0.01,0,0.05,14.18
South Africa,ZAF,1840,0,0.01,0.01,0,0.06,17.03
South Africa,ZAF,1845,0,0.01,0.01,0,0.08,20.39
South Africa,ZAF,1850,0,0.01,0.01,0,0.11,24.32
South Africa,ZAF,1855,0,0.01,0.01,0,0.14,28.88
South Africa,ZAF,1860,0,0.01,0.01,0.01,0.19,34.13
South Africa,ZAF,1865,0,0.01,0.01,0.01,0.25,40.11
South Africa,ZAF,1870,0,0.01,0.01,0.01,0.33,46.82
South Africa,ZAF,1875,0,0.01,0.02,0.02,0.44,57.83
South Africa,ZAF,1880,0,0.02,0.03,0.03,0.58,68.77
South Africa,ZAF,1885,0,0.04,0.04,0.04,0.76,47.21
South Africa,ZAF,1890,0,0.03,0.06,0.06,1,25.63
South Africa,ZAF,1895,0,0.06,0.09,0.09,1.32,26.05
South Africa,ZAF,1900,0,0.01,0.14,0.13,1.51,26.6
South Africa,ZAF,1905,0,0.01,0.2,0.19,1.7,32.26
South Africa,ZAF,1910,0.09,0.17,0.29,0.28,4.31,35.56
South Africa,ZAF,1915,0.12,0.13,0.43,0.4,11.43,38.62
South Africa,ZAF,1920,0.27,0.31,0.62,0.59,18.56,41.68
South Africa,ZAF,1925,0.44,0.49,0.91,0.86,25.68,35.49
South Africa,ZAF,1930,0.81,0.9,1.31,1.24,32.81,29.33
South Africa,ZAF,1935,0.72,0.96,1.98,1.69,39.93,23.98
South Africa,ZAF,1940,1.04,1.19,2.24,3.04,47.06,26.38
South Africa,ZAF,1945,1.03,1.6,3.2,4.33,54.18,23.92
South Africa,ZAF,1950,1.16,1.77,7.18,6.13,61.31,20.37
South Africa,ZAF,1955,1.13,2.53,10.54,8.61,68.43,11.7
South Africa,ZAF,1960,1.39,4.81,13.05,11.95,75.56,45.67
South Africa,ZAF,1965,1.91,5.71,13.13,11.86,78.22,43.97
South Africa,ZAF,1970,2.26,6.71,15.44,14.39,88,46.45
South Africa,ZAF,1975,2.5,8.92,15.65,17.11,88,47.58
South Africa,ZAF,1980,3.5,10.44,15.04,20.44,88,47.43
South Africa,ZAF,1999,,,55.76935,63.53701,87.95669,86.22194
South Africa,ZAF,2000,,,55.33833,62.41686,86.27335,85.62462
South Africa,ZAF,2001,,,56.33648,63.09035,87.54993,86.16837
South Africa,ZAF,2002,,,58.89719,64.77697,88.31722,86.85199
South Africa,ZAF,2003,,,60.49959,66.61669,89.6519,88.60281
South Africa,ZAF,2004,,,62.01924,68.18711,89.26884,88.86017
South Africa,ZAF,2005,,,63.2598,69.10643,88.85118,88.44383
South Africa,ZAF,2015,,,91.20397,89.8737,,
South Africa,ZAF,1995,,,,,90.84667,88.64971
South Africa,ZAF,1998,,,,,86.68132,84.78624
South America,,1820,0,0.012304581,0.023468979,0,0.3512418,2.2715297
South America,,1825,0.00005328126,0.014133675,0.02632696,0.0011941689,0.45360482,2.8764868
South America,,1830,0.000056628567,0.01598628,0.03341892,0.005336494,0.5835568,3.630369
South America,,1835,0.000059483198,0.018820103,0.04463969,0.0052429363,0.73081034,4.3828306
South America,,1840,0.000062258776,0.021841995,0.05217915,0.005113305,1.0574143,5.261728
South America,,1845,0.0008231864,0.029837107,0.06506963,0.0049706534,1.2112991,5.6019783
South America,,1850,0.0015907336,0.033154633,0.080319606,0.006021842,1.4755569,6.4665985
South America,,1855,0.0016353226,0.044656694,0.10459946,0.01015774,2.0123398,8.220187
South America,,1860,0.002307518,0.055158295,0.13633406,0.011857438,2.8589647,10.4291935
South America,,1865,0.0025357855,0.06941416,0.18041846,0.016589904,3.760542,12.539876
South America,,1870,0.0069210967,0.086679675,0.2377506,0.02176075,4.6349516,15.185895
South America,,1875,0.00894475,0.11341072,0.35525292,0.027456295,6.3532863,15.635763
South America,,1880,0.0099805705,0.14346552,0.4811194,0.034355875,8.270957,14.768538
South America,,1885,0.011564693,0.18124735,0.6012843,0.041843776,9.755316,14.973653
South America,,1890,0.013948571,0.21954471,0.71766186,0.053350993,12.422735,17.662413
South America,,1895,0.023295544,0.28344637,0.95402205,0.06705927,15.350995,17.689339
South America,,1900,0.027682811,0.33436653,1.025173,0.08577274,19.065067,20.611557
South America,,1905,0.03737956,0.3939513,1.3592591,0.11102239,23.17662,24.812592
South America,,1910,0.0441582,0.5372566,1.8349311,0.1606192,26.637648,28.472689
South America,,1915,0.058550492,0.48036766,2.1042805,0.24109213,30.046122,31.725943
South America,,1920,0.07626493,0.6825278,2.2058997,0.36951423,32.97725,32.32624
South America,,1925,0.09945083,0.75218207,2.3201826,0.5802484,36.771454,41.24141
South America,,1930,0.12748224,0.8580575,1.9735904,1.0184146,40.496376,41.386387
South America,,1935,0.15722394,0.9375462,2.6153305,1.6943039,44.04425,46.935
South America,,1940,0.2120911,1.0545413,3.567798,2.3932629,47.049816,54.111553
South America,,1945,0.42492998,1.2201171,4.6852713,3.4412093,49.941685,68.29638
South America,,1950,0.53099996,1.7824609,5.9590435,5.0851264,52.816505,56.327038
South America,,1955,0.9612414,2.4219384,7.65997,6.7871833,58.627335,63.23838
South America,,1960,2.1743524,4.8722568,14.109785,9.592538,77.76504,73.15868
South America,,1965,3.4343247,6.4096813,17.875868,12.948805,68.81124,88.24889
South America,,1970,5.6517606,9.437981,25.875528,18.054169,75.723946,68.387665
South America,,1975,11.587798,16.183258,21.87122,25.480133,80.98045,74.99551
South America,,1980,13.588789,16.242668,20.107346,29.27341,84.31239,83.69956
South Asia (WB),,1985,3.14363,7.42957,,,55.54113,79.83614
South Asia (WB),,1986,3.28546,7.58052,,,57.58521,80.81183
South Asia (WB),,1987,3.39793,7.85354,,,55.60573,80.37386
South Asia (WB),,1988,3.15878,6.87883,,,58.64308,81.9038
South Asia (WB),,1989,3.29027,7.05679,,,61.88953,83.17895
South Asia (WB),,1990,3.47061,7.24178,,,61.96852,83.39687
South Asia (WB),,1991,3.55309,7.25516,,,62.18648,82.9414
South Asia (WB),,1992,3.49935,7.04847,,,62.96162,82.69036
South Asia (WB),,1993,3.49516,6.89729,,,64.94941,82.9471
South Asia (WB),,1994,3.48868,6.7407,,,66.56263,83.16064
South Asia (WB),,1995,3.49211,6.58929,,,66.7875,82.75559
South Asia (WB),,1996,4.09893,7.16079,,,67.00292,82.29986
South Asia (WB),,1997,4.32572,7.39336,,,66.99763,81.76321
South Asia (WB),,1998,5.00006,8.2492,,,65.99324,80.71009
South Asia (WB),,1999,5.69074,9.08338,42.67374,32.80551,66.86044,80.61291
South Asia (WB),,2000,6.369,9.89604,44.03907,33.97282,68.88753,81.33135
South Asia (WB),,2001,6.72862,10.04457,43.55946,34.97668,69.21381,81.01613
South Asia (WB),,2002,7.07632,10.39492,44.40113,36.88717,70.51603,80.93161
South Asia (WB),,2003,7.28072,10.86908,45.49268,38.99922,78.03525,81.74147
South Asia (WB),,2004,7.47385,11.20362,46.72312,40.04722,80.53169,83.90723
South Asia (WB),,2005,7.81109,11.00437,48.28139,41.93262,82.34337,85.47069
South Asia (WB),,2006,8.49426,11.74426,49.55216,43.36306,83.82396,86.40896
South Asia (WB),,2007,9.50004,13.4838,51.35748,45.346,85.65859,88.17931
South Asia (WB),,2008,10.78255,15.25467,52.78759,47.45936,86.17493,87.10012
South Asia (WB),,2009,11.73165,16.42409,51.75124,47.73063,86.91173,86.31547
South Asia (WB),,2010,13.33665,18.02671,53.636,50.50826,87.00896,86.61048
South Asia (WB),,2011,17.26714,21.79168,55.02816,52.92137,86.37355,85.45089
South Asia (WB),,2012,19.47595,22.24099,56.49064,55.34663,86.67464,86.78821
South Asia (WB),,2013,19.82878,21.40512,57.77987,57.33574,86.87741,87.26455
South Asia (WB),,2014,21.46321,22.18333,58.20524,57.93256,87.21258,88.20923
South Asia (WB),,2015,22.45567,23.3432,58.35437,58.25063,86.75207,88.12001
South Asia (WB),,2016,22.63946,23.39673,58.75512,58.6056,86.98376,88.68514
South Asia (WB),,2017,23.40884,23.65835,60.17219,60.23083,86.9749,88.18635
South Asia (WB),,2018,24.32027,24.04451,60.93505,60.07847,86.84744,88.60119
South Asia (WB),,2019,25.96611,24.69818,,,,
South Asia (WB),,2020,26.74762,25.0271,,,,
South Korea,KOR,1985,19.66985,41.67727,84.12026,80.52252,98.85845,98.30892
South Korea,KOR,1986,20.371,45.83828,85.92878,83.35642,98.5464,98.0177
South Korea,KOR,1987,21.0376,47.49506,,,99.69455,99.25852
South Korea,KOR,1988,21.37673,48.22671,,,,
South Korea,KOR,1989,21.88541,48.36857,84.82576,84.43763,,
South Korea,KOR,1990,23.11765,49.22691,,,,
South Korea,KOR,1991,24.44591,50.01372,89.17004,86.89837,,
South Korea,KOR,1992,26.43913,51.20103,87.53327,86.1317,,
South Korea,KOR,1993,31.25512,53.96732,,,,
South Korea,KOR,1994,31.80037,56.56747,,,,
South Korea,KOR,1995,34.86862,61.001,,,,
South Korea,KOR,1996,38.8821,67.73973,95.96534,95.90705,,
South Korea,KOR,1997,53.56849,84.055,94.43183,94.12812,,
South Korea,KOR,1998,47.89232,84.16343,93.92633,93.74754,,
South Korea,KOR,1999,52.29659,91.35048,93.35907,93.16661,,
South Korea,KOR,2000,56.10294,96.14835,92.31392,92.98875,99.76611,98.44376
South Korea,KOR,2001,58.92216,99.12992,92.21848,93.83554,98.40986,97.8631
South Korea,KOR,2002,61.53387,101.61814,92.02118,93.80144,97.85967,97.61886
South Korea,KOR,2003,63.65265,103.818,92.80124,94.84258,98.45525,98.58781
South Korea,KOR,2004,66.83379,106.73447,93.43617,95.74507,98.03165,98.34024
South Korea,KOR,2005,70.9446,110.7839,94.18923,96.33713,,
South Korea,KOR,2006,76.55595,115.61982,93.85379,94.97802,,
South Korea,KOR,2007,82.08671,119.62997,93.96953,94.34829,,
South Korea,KOR,2008,85.41397,120.56458,93.31706,93.45759,,
South Korea,KOR,2009,86.80551,119.57434,94.77398,94.5104,99.57721,99.41935
South Korea,KOR,2010,86.81078,116.74681,95.07951,94.7059,,
South Korea,KOR,2011,85.59628,113.99267,95.84121,95.40711,,
South Korea,KOR,2012,83.19102,109.87859,96.54936,96.28801,98.13176,97.59009
South Korea,KOR,2013,82.11578,107.41745,97.91041,97.59765,95.56108,95.19275
South Korea,KOR,2014,81.89217,106.22614,98.237,98.09038,95.92161,95.722
South Korea,KOR,2015,81.95525,105.28522,97.91916,97.47823,97.95807,98.00959
South Korea,KOR,2016,82.19882,104.61468,98.39339,97.87641,96.81279,96.90766
South Korea,KOR,2017,82.8425,104.751,98.19101,97.80743,97.15902,97.34545
South Korea,KOR,2018,84.94791,105.81173,,,,
South Korea,KOR,2019,88.15934,107.87237,,,,
South Korea,KOR,2020,92.7929,111.35395,,,,
South Korea,KOR,1820,0,0.01,0.01,0,0,0.01
South Korea,KOR,1825,0,0.01,0.01,0,0,0.01
South Korea,KOR,1830,0,0.01,0.01,0,0,0.01
South Korea,KOR,1835,0,0.01,0.01,0,0,0.01
South Korea,KOR,1840,0,0.01,0.01,0,0,0.01
South Korea,KOR,1845,0,0.01,0.01,0,0,0.01
South Korea,KOR,1850,0,0.01,0.01,0,0,0.01
South Korea,KOR,1855,0,0.01,0.01,0,0,0.01
South Korea,KOR,1860,0,0.01,0.01,0,0,0.01
South Korea,KOR,1865,0,0.01,0.01,0,0,0.01
South Korea,KOR,1870,0,0.01,0.01,0,0,0.01
South Korea,KOR,1875,0,0.01,0.01,0,0,0.01
South Korea,KOR,1880,0,0.01,0.01,0,0,0.01
South Korea,KOR,1885,0,0.01,0.01,0,0.01,0.1
South Korea,KOR,1890,0,0.01,0.01,0,0.03,0.29
South Korea,KOR,1895,0,0.01,0.02,0,0.07,0.66
South Korea,KOR,1900,0,0.01,0.04,0,0.13,1.33
South Korea,KOR,1905,0,0.01,0.08,0,0.24,2.48
South Korea,KOR,1910,0.01,0.01,0.14,0,0.44,4.44
South Korea,KOR,1915,0.01,0.01,0.24,0,0.76,10.92
South Korea,KOR,1920,0.01,0.01,0.47,0,1.55,16.51
South Korea,KOR,1925,0.02,0.02,1.9,0.01,6.45,29.53
South Korea,KOR,1930,0.02,0.03,2.71,0.02,8.12,45.96
South Korea,KOR,1935,0.03,0.06,3.09,0.03,13.58,48.97
South Korea,KOR,1940,0.14,0.26,2.73,0.05,30.68,80.21
South Korea,KOR,1945,0.22,0.5,2.32,0.08,37.05,83.94
South Korea,KOR,1950,0.33,3.11,21.3,4.82,43.41,99.99
South Korea,KOR,1955,0.63,5.26,41.98,10.62,77.81,98.31
South Korea,KOR,1960,1.57,7.7,34.77,13.12,90.35,81.5
South Korea,KOR,1965,3.17,9.09,39.36,23.44,88.52,95.59
South Korea,KOR,1970,3.9,12.02,45.62,30,94,94
South Korea,KOR,1975,5.4,15.01,58.62,45,100,98.07
South Korea,KOR,1980,7.5,23.85,72.78,65,100,99.99
South Sudan,SSD,2016,0.49422,0.68968,,,,
South Sudan,SSD,2018,0.34375,1.15057,,,,
South Sudan,SSD,2011,,,6.04605,4.09431,36.0286,50.59023
South Sudan,SSD,2015,,,6.45559,4.49366,30.38834,39.91466
Spain,ESP,1985,25.65337,26.63906,,,,
Spain,ESP,1986,28.65727,28.47319,,,,
Spain,ESP,1987,30.22698,29.54214,,,,
Spain,ESP,1988,32.60161,30.94736,,,98.65923,98.55153
Spain,ESP,1989,34.45292,33.00415,,,99.35106,99.11559
Spain,ESP,1990,36.87401,34.29913,,,99.15713,99.28488
Spain,ESP,1991,38.66383,35.48456,,,,
Spain,ESP,1992,41.14448,37.47611,,,99.80466,99.50345
Spain,ESP,1993,43.53087,38.92844,,,,
Spain,ESP,1994,45.92892,42.23451,,,,
Spain,ESP,1995,49.12723,42.47827,,,,
Spain,ESP,1996,51.52217,44.00455,,,,
Spain,ESP,1997,54.70808,46.5764,,,,
Spain,ESP,1998,57.43696,48.44489,,,,
Spain,ESP,1999,59.84179,50.44508,85.90927,88.6091,,
Spain,ESP,2000,62.72629,52.97809,87.17315,90.4433,,
Spain,ESP,2001,64.47402,55.34014,88.5063,92.27067,,
Spain,ESP,2002,67.31442,56.16807,88.9374,93.02591,,
Spain,ESP,2003,69.92396,58.33282,89.2517,93.44245,,
Spain,ESP,2004,73.18004,59.38431,90.14459,94.8251,,
Spain,ESP,2005,74.22484,60.46473,91.53281,95.11536,,
Spain,ESP,2006,75.94973,61.52298,91.14519,94.68493,,
Spain,ESP,2007,76.3223,61.57395,90.42804,93.81765,,
Spain,ESP,2008,77.39692,62.48522,89.86562,93.2494,,
Spain,ESP,2009,79.5756,64.00521,89.45742,92.7849,,
Spain,ESP,2010,84.16237,68.09579,89.61511,92.20098,,
Spain,ESP,2011,88.74741,71.80545,88.57775,90.26585,,
Spain,ESP,2012,90.69085,74.29729,89.14063,90.50895,,
Spain,ESP,2013,92.07241,75.80396,89.97197,91.1254,,
Spain,ESP,2014,93.49333,77.79098,90.9262,91.95403,,
Spain,ESP,2015,93.2418,78.34086,92.28014,93.28815,,
Spain,ESP,2016,94.41169,78.98772,94.27312,95.64771,99.14276,98.4588
Spain,ESP,2017,97.02816,81.05325,96.05046,97.75094,97.64003,96.92663
Spain,ESP,2018,99.96835,82.66291,,,,
Spain,ESP,2019,102.12597,84.0702,,,,
Spain,ESP,2020,106.38672,86.0431,,,,
